,category,text
839,tech,firms want ensures files play hardware thwarts illegal copying. people want portability said peer-to-peer 100% portability.
840,tech,ban hits half-life 2 pirates hard 20 000 people banned playing half-life 2 game. game maker valve shut online accounts players evidence copy game obtained illegally. experts said success half-life 2 anti-piracy tempt game makers creating version.
841,sport,champions saw scots paris needed england self-destruct week s 18-17 win.
842,entertainment,viewers choose 14 past songs performed original artists spirit originals. fans vote usual pick all-time best eurovision song denmark october.
843,tech,initially population able receive 14 free-to-air channels. recent figures uk s regulator ofcom showed freeview popular sky digital satellite service. branded television numerique pour tous digital television . consumer electronics companies nokia sagem sony thomson gearing production. people living mountainous border areas remain reach digital terrestrial tv years.
844,tech,ibm largest respected chip-makers world providing cutting edge technology large businesses. speed memory slowly increasing years memory technology accompanies cell huge leap performance. established tv doubt hope use base camp extend traditional pcs instigate regime change desktop. guarantee microsoft intel going sit let cell home computing fight.
845,business,ibge said average monthly salaries grew 1.9% december 2004 december 2003.
846,sport,daniela hantuchova seeds ahead recovering terrible start beat gisela dulko 1-6 6-4 6-4. hantuchova hrbaty won mixed doubles coria forced withdraw sore back. world number 31 hantuchova ranked places dulko looked nervous dropped games match.
847,entertainment,bbc allow scrutiny mps urged bbc watchdogs freedom scrutinise £2bn licence fee money spent. report said freeview digital service impressive launch bbc dispel confusion service. estimated million freeview set-top boxes sold launch prices fallen considerably.
848,tech,sales tripled launch outstripping microsoft s xbox said market analysts chart-track. xbox sales week climbed ps2 sales double that. xbox game halo 2 released 11 november uk widely tipped best-selling games year.
849,sport,tigers stormed 22-6 ahead 18 minutes tries lewis moody geordan murphy martin corry. visitors kept cool andy goode kicked tigers victory penalty drop goal. lawrence dallaglio s team got quest quarter-final place given games away - leicester biarritz.
850,sport,gardener cruised home ahead scot nick smith win invitational race norwich union international. times 6.61 6.62 seconds short american maurice greene s 60m world record 6.39secs 1998. success britain edged russia s olga fedorova sweden s jenny kallur win women s 60m race 7.23secs.
851,business,101-year-old torao toshitsune eaten raw fish pretty day life. women expect live 85 men 78 years longer americans europeans. life game golf mr shimizu grandchildren huge problems ahead. immigration possibly philippines indonesia. far emerging policy appears restricted limited number nursing staff. standing tokyo harbour version new york s statue liberty. course japanese children.
852,entertainment,singer banked $56.5m (£30.4m) concerts album publishing sales musicology tour album.
853,business,figure line treasury bank england forecasts. ons comment definition recession manufacturing recovery over.
854,business,formal offer manchester united confirmed received detailed proposal entrepreneur lead bid. mr glazer s latest offer reported cut borrowing needed £200m. mr glazer s bid proceed support previously indicated holding stake investment. s case shares need price attachment 300 pence maybe 305. led bankers jp morgan public relations firm brunswick withdrawing glazer bid team.
855,business,firms denied link said examining ways working closely together. smfg shares climbed 2.7% 717 000 daiwa added 5.3% 740 yen.
856,entertainment,caprice left scheduled fourth eviction having gained 5% public vote said: happy glad m out. nineteen-year-old blazin squad singer kenzie currently favourite win £50 000 charity prize. ladbrokes spokesman warren lush said hottest eviction favourite far series .
857,sport,sella admitted impressed current fly-half yann delaigue rbs nations date. told bbc sport: michalak answer future. sella insisted pressure eased under-fire laporte despite defeat stade france. s difficult change team change tactics gel. ireland going home crowd.
858,entertainment,uk s andrea arnold won short film award gritty drama wasp. time actress okonedo shortlisted chosen performance hotel rwanda 1994 rwandan genocide. spokesman uk film council said: disappointing british winners. added: extraordinary 24 british nominees initial list nominees.
859,tech,finding new homes old phones re-using old mobile phones good environment social benefits too. research developing nations old mobile phones help close digital divide. s common people phones lying said mr goodman. s interesting country crap fixed line network said mr goodman s real desire people mobile phones. way afford phone said.
860,tech,midnight 31 december midnight 1 january 133m text messages sent uk. case new years eve party texting useful unable speak hear noisy background said. lots messages sent internationally different time zones traditional calls unfeasible said. mda predicts 2005 30bn text messages sent uk.
861,tech,building batteries new chemical mixes boost power significantly industry experts. survey carried 2000 forrester research shortness battery life complained feature laptops. case improving battery life squeezing lithium ion power packs explained. intel working component makers test energy consumption parts inside laptop ways power hungry.
862,politics,downing street talks covered range topics ahead eu summit brussels later week. france prefer turkey admit world war i-era killing armenians constituted genocide.
863,tech,existing services ebay provide good blueprint services says think-tank. proposals id cards instance widened online. similar mechanism trust cooperation members virtual physical communities built. mean civic commons work non-market lets people disagree interact publicly-recognised rules.
864,tech,alerts tell people threats affect avoid trouble protect themselves. scheme aimed home users small businesses. alerts tell people getting hold patches security firms. creation national alert service follows similar efforts netherlands us.
865,entertainment,victory reignited debate urban music is. m comfortable word urban. far brits removed inner-city music people s far removed t expect bang on. music industry isn t championing music particular genre anyway. joss stone soul artist. album called soul sessions. people t congratulate talent is. deserve agree comments urban music. stupid phrase particularly british. oh s black let s feel real bad then. term music black origin confused offended people. term urban invoked sidestep debate type music came black white rendering issue colourblind. created new term altogether strains soul/rnb hip-hop mean - crunk . s way industry clumping having black music people oversensitive racist it. m band called urban despise label. d hate think belonged neat marketing niche s is.
866,entertainment,soap beat fellow itv1 filthy love channel 4 s shameless win best tv drama prize thursday.
867,sport,athletics moment international competitions need little pride. american cast doubt campbell s claims torn hamstring wake failure reach olympic 100m 200m finals. time british sprinters getting upset riled debate better claimed.
868,sport,despite joining squad leicester flanker slim chance playing infection finger. infection deeper thought. frustrating ve lot game time season m ready stevens said. ve tour boys ve england set-up years know calls way play.
869,politics,daily telegraph poll suggests 45% people vote constitution 24% favour. constitution incorporated uk law yes vote.
870,business,combined firm operate 1 000 stores combined annual sales $30bn. federated annual sales $15.6bn s yearly sales $14.4bn.
871,entertainment,dvd review: spider-man 2 s universal rule film superhero special effects extravaganza good. disc covers special effects detailed look film. daft knew famous 1979 series cult favourite s long awaited dvd. set season buck (gil gerard) wilma s (erin gray) tongue-in-cheek adventures s camp gaudy remember.
872,sport,man utd exeter test manchester united avoided fa cup upset edging past exeter city round replay. home crowd baying goal ball net devine s low effort ruled obvious offside. subs used: ricardo bellion.
873,politics,bnp leader nick griffin told independent expected bnp voters switch tories issue. parties stepping campaiging run-up general election widely expected called 5 may. said bnp s policies abhorrent said uk different approach immigration said control.
874,entertainment,said seen scripts agreed appear episode sitcom extras. gervais admitted cautious revealing taking signed dotted line. film happen years t want $50m movie straight away known wouldn t spider-man batman.
875,tech,sun grid costs users $1 (53p) hour s worth processing storage power systems maintained sun. took seconds experiment cost $12 (£6.30) 12 hour s worth computing power.
876,politics,mps said concerned government consulted directly plans improve animal welfare. raised complex emotive issues needed resolved mps said.
877,tech,portable games machine features touch-screen control retail £99 uk (149 euros). ds backwards compatible game boy advance allowing earlier machine s catalogue 700 games played. europe extremely important market nintendo mr iwata added. nintendo raised sales targets ds console december selling million japan weeks.
878,tech,lucky britons advantage uk online s 8 megabits second service launched november 2004. bt s network limited compared cable.
879,business,advance second-fastest asia china led growth 13.1% key manufacturing sector. quarter fell 3.0% analyst forecasts.
880,entertainment,he-man transformers cartoon favourites 1980s soon receive costly makeovers. similar fashion 2004 thunderbirds human actors special effects place original s puppets models. success pirates caribbean surely herald comeback tv s popular cartoon buccaneer . forgot mention grearest danger mouse! couldn t better original series s nice old toons re-released abysmal thunderbirds movie (and song!) think ve completely off. leave classics good memories. recently re-watched episodes realised level humour shown danger mouse completely lost child. new captain pugwash cartoon couple years back. tv shows battlestar galactica new remakes dj s sampling re-working 70 s 80 s music. plany modern children s book excellent films tv programmes use instead rehashing past mr. dearest wish feature length version noggin nog appear big screen!! d luv willow wisp big screen sadly late kenneth williams voices wouldnt same. remembers trap door voiced late willie rushden superb children s programme. remakes look mock-authentic style interested ... chorton wheelies jamie magic torch; mega! m 27 t remember series tv set dvd s classic. fact s great comes fact special effects involved compared today s stuff looks amateurish.
881,politics,survey findings released coincide launch y vote mock elections 2005 initiative.
882,tech,bloggers offering snapshots information region providing useful information want help. indian writer rohit gupta edits group blog called dogs borders. wanted blog tsunami aftermath. soon thousands web users world logging read morquendi s hand accounts. swept away morquendi s message read. grabbed tree hand friend other. imagine resource available disaster quickly funnel aid people help says.
883,politics,chancellor comment reports insisted diverted distracted tackling challenges faced country. mr brown said discussed general election campaign prime minister saturday pledged play asked do. prime minister said discussed claims chancellor dismissed load nonsense . tory leader michael howard accused prime minister mr brown squabbling like schoolboys .
884,politics,super union merger plan touted britain s big trade unions merge form super union million members. amicus transport general workers union (tgwu) seen bid carry weight ministers employers.
885,sport,gronkjaer agrees switch madrid jesper gronkjaer agreed atletico madrid birmingham city. 27-year-old winger spent months st andrews following £2.2m chelsea july playing denmark euro 2004.
886,politics,speech edinburgh prime minister said thursday s report reinforced stability opportunity. pre-budget report mr brown surprised city experts forecasting uk growth 3% 3.5% year. david page investec securities said: forecast meet golden rule margin £8bn way optimistic. order deal raise taxes general election.
887,politics,rural affairs minister said obvious people flouted law came force friday pretended not. t chase wild mammals pack dogs wild mammal fox deer. mr michael denied hunting ban led breakdown trust government rural communities. mike hobday league cruel sports said video evidence law broken passed police.
888,entertainment,new york appeals court told blackground records singer s parents right launch claim wrongful death.
889,tech,mobiles rack 20 years use mobile phones uk celebrating 20th anniversary weekend. britain s mobile phone vodafone network 1 january 1985 veteran comedian ernie wise. mobiles popular people use handset phone rarely use landline. portable phone 1973 new york took 10 years commercial mobile service launched. called global mobiles (gsm) widely phone technology planet help 1.2 billion people calls.
890,sport,wales win rome wales secured away win rbs nations nearly years six-try victory rome. starting confidence victory england visitors scored opening try minutes. henson sporting gold boots silver variety england beat players ease left touchline. welsh line-out stuttering italy twice turning visitors scrum home s forward power brought it.
891,politics,councils given stronger powers illegal settlements gypsy communities rural land. numerous communities councils paying lengthy expensive evictions travelling communities said mps.
892,sport,opposite number ronald waterreus rangers hero saving superbly craig bellamy john hartson. striker novo secured victory lobbing douglas minutes remaining. better chance hartson dispossesed sotiris kyrgiakos sent strike partner clear goalkeeper beat. subs: marshall henchoz juninho paulista lambert maloney wallace mcgeady. :
893,entertainment,pixies reading leeds pixies foo fighters iron maiden headline summer s leeds reading festivals. acts year s line-up include charlatans marilyn manson kings leon. excited going reading intend fantastic time said iron maiden s bruce dickinson.
894,politics,ed balls ex-chief economic adviser treasury said spending spree polling day. big change political culture. prudent chancellor right way through.
895,business,citizens bank canal bank lenders identified. closed linked bank jp morgan bought year.
896,business,securities exchange commission asked information transactions involving holders 5% firm s shares. marsh focus inquiry new york attorney-general insurers rigged market.
897,politics,party says votes students win 27 new seats poll. underlined lib dem plans scrap university fees reintroduce maintenance grants £2 000.
898,sport,showed lots character guts weren t going lose. ferguson hailed senior stars ryan giggs roy keane came bench injured john o shea.
899,sport,chairman chief executive non-executive directors departed row game s future direction. ve brought family ve immersed scottish life. currently camp 21 days camp nations. win-win philosophy attitude scottish rugby - groups winning competing.
900,sport,kenteris fellow sprinter katerina thanou set learn face criminal charges week. told hospital olympics-accredited hospital ioc tested spot no-one came.
901,entertainment,aviator took prizes including best supporting actress cate blanchett. picture 37 days takes oiled machine. thanked eastwood described film labour love . fourth nomination career win. million dollar baby s success night s biggest surprise aviator advantage end ceremony. blanchett paid tribute film s director martin scorsese telling him: hope son marry daughter.
902,tech,separate study gartner said real-time tv broadcasts mobiles unlikely europe 2007. phones getting smarter powerful demands able watch tv move. services like tivo let people transfer pre-recorded tv content phones. operators working standard way bring real-time broadcasts mobiles trying overcome barriers.
903,tech,sky plus market leader field digital video recorders uk 474 000 subscribers. box tuners means viewers record channels simultaneously watching channel.
904,business,offence carries sentence 16 months years state prison. mr spitzer s office added mr stearns agreed testify future cases industry inquiry.
905,entertainment,william hill people tried place bets friday s surprise double eviction. added: need look people privy sensitive information. mr lush added people vote short odds think s like buying money .
906,sport,brian kerr s face 54th ranked chinese 29 march - days world cup qualifier israel tel aviv. witnessed performances asian teams world cup china play similar type football.
907,politics,attacked way iraq war sold public important warnings strength intelligence left out. prime minister s official spokesman said cabinet achieve consensus important issues. purpose dossier persuade british government thought iraq threat.
908,tech,study revealed 86% visitors library carried laptops. technology trial usage levels library london s active public hotspot. previously leaving building nearby internet caf&#233; access e-mail study found.
909,politics,parties stick rules ensuring calls marketing - instance asking people s voting intentions. lib dems asking watchdog overseeing rules stop calls. covered telephone preference service. political party marketing said. added: complained investigate that.
910,entertainment,punk pioneer follows morrissey david bowie nick cave directing 15 days concerts events.
911,tech,site looks plausible uses old version official disasters emergency committee webpage. link website contained spam e-mail currently circulating. monthly report anti-virus firm sophos said e-mail messages tsunami 10 hoax list january.
912,tech,hd essentially makes tv picture quality times better now. getting confusing people taken digital . forum concerned issues like industry standards content protection. logo absolutely way forward said david mercer analysts strategy analytics. similarly concerned people right information hdtv formats devices support formats. prices dropping average 20% year according analysts.
913,business,company china s third-largest milk producer hold emergency meeting debate issue.
914,business,economy shows solid gdp growth economy grown expected expanding annual rate 3.8% quarter 2004. growth annual rate 4% quarter 2004 year came 4.4% best figure years.
915,sport,arsenal s patrick vieira earlier denied accusations threatened gary neville 4-2 defeat. big players handle said vieira. thought horrible game half better second said. way happened football match.
916,business,leading plaintiff university california announced news adding 10 directors pay $13m pockets. enron went bankrupt 2001 emerged hidden hundreds millions dollars debt.
917,business,standard & poor s classed russian bonds investment grade speculative rating. s&p held fear government dragging feet economic legal reforms. agency clear improved rating mean risks thing past.
918,tech,intel unveils laser breakthrough intel unveiled research mean data soon moved chips speed light. ve overcome fundamental limit said dr mario paniccia director intel s photonics technology lab.
919,politics,eu referendum cost £80m cost £80m run uk referendum european constitution ministers revealed. mr leslie said cost compared previous british referendum held 30 years ago.
920,entertainment,nominated best film seen 50% fewer people movies previous years. low-budget sideways finding neverland far grossed $45m (£24m) each. mel gibson s passion christ took $370m (£196m) largely ignored academy voters. s people s choice awards.
921,business,mr camus said statement accepted invitation return full-time lagardere group owns 30% eads. airbus head noel forgeard set replace mr camus bringing company s power struggle end.
922,business,price tag £80 000 v8 vantage tens thousands pounds cheaper existing aston models. currently 18 months waiting list db9 mr bez said.
923,business,court filing tuesday said russian oil giant texas ties bank accounts texas-based finance chief. deutsche bank claimed yukos artificially manufactured legal case stop sale main asset. yukos said intends seek $20bn damages buyer yuganskneftegas sale finally goes through.
924,business,state controlled carriers able fly lucrative gulf routes countries kuwait saudi arabia years. jet airways india s premier private domestic carrier; air sahara ranked category.
925,business,man utd open books glazer manchester united s board agreed tycoon malcolm glazer access books. statement club said allow mr glazer limited diligence opportunity proposal formal bid. said continued oppose mr glazer s plans calling assumptions aggressive plan damaging . mr glazer s offer values club £800m ($1.5bn).
926,tech,windows genuine advantage scheme means people prove software genuine mid-2005. running pirated windows programs access downloads add-ons software giant offers. windows genuine advantage introduced pilot scheme september 2004 english-language versions windows.
927,sport,25-year-old newcastle star takes lawrence dallaglio retired internationals august. wilkinson international debut 1998 nations championship ireland came bench replace paul grayson.
928,politics,mr mallon said assembly local people key issues transport crime. local observers believe contest close little recent polling carried out. push paper people moving said.
929,tech,casual gaming games aimed casual players set bigger 2005 according industry experts. games like bridge tended attract over-50 demographic gamers.
930,tech,eff representing reporters asked california s superior court stop apple pursuing sources. apple immediately available comment.
931,business,fall rate inflation 2.3% january gave fresh boost shares advanced 4% month. analysts said economic conditions benign irish shares trading discount european markets. ireland s economic miracle enjoying second wind 5% growth forecast 2005 2006.
932,business,global sports giant said posted profit $261.9m (£135.6m) months 30 november $179.1m period year. revenues increased 11% $3.1bn $2.8bn period 2003.
933,entertainment,award recognises rewards new writing fiction non-fiction. previous winners include white teeth zadie smith 2000 went bestseller.
934,politics,public commercial services union co-ordinate action public sector unions. pcs leader mark serwotka warned walkouts government rethink. possibility strike action avoided added.
935,entertainment,event 10th year held venues - hylands park essex weston park staffordshire 20 21 august. manchester band play 9 july scotland s biggest festival.
936,sport,charvis set lose fitness bid flanker colin charvis unlikely play wales final games nations. figure scotland game thought unlikely ready final game said wales physio mark davies. replacement hooker robin mcbryde remains doubt picking knee ligament damage paris saturday.
937,tech,battlefront hand wholeheartedly revisits recognisable elements hit movies themselves. number combatants noise abundance laser sense chaos comes over. speaking noise battlefront real testament strength star wars galaxy s audio motifs. battlefront s novelty value doubtless wear relatively fast leaving slightly one-trick-pony game.
938,sport,umaga england saturday s irb rugby aid match backed new zealand win three-test series lions. d way beat come over. lions boss sir clive woodward set announce squad june-july tour month. ll good early idea guys lot change june umaga said.
939,entertainment,time dame julie shot fame nanny 1964 disney movie seen musical staged prince edward theatre. gala performance saw dame julie 69 return theatre starring role performance humpty dumpty 1948.
940,sport,jol coached native holland guided spurs premiership s eight. ajax enlisted help dutch legend johann cruyff currently consultant barcelona help new head coach.
941,tech,currently rich multimedia features tend expensive handsets. chip uses power conventional chips said texas means strain mobile battery life. 50 million people mobile uk mobile operators keen encourage people sophisticated handsets more.
942,sport,shrugged portuguese rival win 20 minutes 38 seconds. gelete burka crowned great day ethiopia claiming victory women s race.
943,business,company warned cut profits $3.8m $4.9m (£2m £2.6m) - 6.6% 8.6%. shares krispy kreme sank 14.87% - $1.83 - close $10.48 news. krispy kreme added cash fund current operations borrow existing agreements.
944,sport,mourinho relishing leg tie club 16 nou camp. said: wouldn t surprised decided minute return leg match extra time. managing years champions league trophies name.
945,politics,guantanamo questioned britons freed custody guantanamo bay expected allowed visit relative. moazzam begg martin mubanga feroz abbasi richard belmar held years accused al-qaeda links. louise christian lawyer representing mr abbasi mr mubanga said families reunited men away station. men allowed meet lawyers. gareth peirce lawyer mr begg said shocked condition men appalled authorities felt need detain them.
946,politics,party leader michael howard said new role replace inconspicuous police authorities. plans result extreme political views dictating actually happens ground warned.
947,entertainment,play supervisor pyjama factory romance union activist labour unrest. recently starred hit comedy grace husband grace played debra messing.
948,business,trading 84% offer price monday changing hands 372 riyals ($99; £53) topping 400 early day. saudi arabia sold 7 million ncci shares 70% company s total capital month.
949,sport,gerrard reiterated desire win trophies reds superb champions league winner wednesday. main point want liverpool challenges champions league title time said afterwards. fan think said supporters agree with. want win games important games need steven team. think likes wants responsibility leading team.
950,politics,civil rights group liberty said exposed racism heart government s asylum policy . refused pre-clearance effectively prevented travelling uk airline carry them. lost high court action october 2002 judge said objectionable visa control system.
951,politics,resignation referred tory lib dem leaders day s prime ministers questions. mr smith s departure reported widely time shouldering blame failings child support agency. department work pensions spokeswoman confirmed mr smith post continue job replacement found. currently chasing outstanding payments £720m £947m designated unrecoverable .
952,sport,chelsea arsenal asked evidence premier league commission deadline meeting convene. attacking left-back think enjoying football arsenal plays offensive team.
953,entertainment,event screen executives decamp hollywood park city utah 11 days search low-key movies big 2005. stars like keanu reeves pierce brosnan films showing there.
954,politics,comes prime minister prepares assume presidency g8 industrialised nations. world s poorest children paying rich countries policies aid debt lives. 34 years later organisations members reached target set timetable report says. britain s proposal international finance facility adopted objective 0.7% achieved earlier 2008-09.
955,business,firms led oil & natural gas corporation (ongc) assist development iranian oil fields. india s oil production stagnated recent years having look abroad secure future supplies.
956,tech,web radio takes spanish rap global spin radio dial likely plenty spanish-language music. company bringing rap hip-hop en espanol users everywhere. t radio listen hip-hop spanish... s accessible says manuel millan native san diego california. usually commercialised sound groups known country world. currently chilean group makisa latinohiphopradio.com s 10 cuban artist papo record. latinohiphopradio.com running couple months now. surprising consider spain leader spanish-language rap hip-hop. millan says spain actually united states france terms overall rap hip-hop production. spaniard firmly latinohiphopradio.com s 10.
957,sport,wales international williams contract welsh region expire june agreed contract end season.
958,business,japan economy slides recession japanese economy officially gone recession fourth time decade. tokyo stock market fell figures announced rose widespread perception economy recover later year. figures released government s cabinet office showed gdp annualised basis fell 0.5% months 2004.
959,business,b&b said buy-to-let market - bank major player - continue grow faster wider mortgage market. despite upbeat tone shares b&b 4% 325.5p morning trade analysts worried future earnings growth.
960,business,fed warns rate rises looks set continued boost rates 2005 according federal reserve. key fed funds rate risen 1.25 percentage points 2004 46-year low 1% reached long 9/11 attacks 2001.
961,entertainment,cate blanchett leonardo dicaprio richard gere actors attended 2005 bafta film awards. surreal nice nice said. said: great admirer british cinema 1930s 40s now.
962,entertainment,renner warned industry accepted new realties - downloading - decline irreversible. music industry current form pretty state zombie. music market germany peaked 1997 sales 2.6bn euros (£1.8bn). difficult music industry compete price zero far illegal product concerned.
963,tech,junk e-mails relentless rise spam traffic 40% putting total e-mail junk astonishing 90%.
964,tech,instead builds expands immeasurably games stomps carefree driv3r true crime-shaped opposition. cj commandeer vehicle stumbles push-bike city bus plane. outstanding bread-and-butter gameplay mechanics provide solid grounding elaborate plot hang on. pass comments appearance credibility aspects player control over. hijacking car example cj gratuitously shove driver s head steering wheel fleeing vehicle. tone darker jokey vice city.
965,business,index national manufacturing activity rose 58.6 month 57.8 november. ism said growth driven significant rise new orders.
966,business,present action plan development italy meeting industrialists trade union leaders.
967,entertainment,oscar-winning star took action jamie fawcett ben mcdonald bugging device outside home earlier week. believe allegation relation driving issue.
968,sport,o leary s future question villa chairman doug ellis said happy secure deal. shouldn t people chance cheap shots set that.
969,business,lakshmi mittal told investors combined company shed thousands jobs. employs 50 000 staff kazakhstan large operations romania czech republic south africa united states.
970,entertainment,jonesboro wonderful city come said reverend adrian rodgers. tim dean director arkansas state university venue said ticket sales brisk.
971,tech,mr gates announcement generation xbox games console gadget lovers hoping for. predicted beginning decade digital approach taken granted - lot work do. going faster expected excited it. game makes use xbox live online games service sold 6.23 million copies release.
972,tech,cards issued february year line revised convention seafarers identity documents june 2003.
973,business,barclays declined comment report sunday express saying respond market speculation. barclays focus takeover speculation august linked citigroup bid materialised.
974,business,firm said sales 4% 2004 789m euros ($1.03bn; £548m). eurotunnel struggling debts 6bn euros. bbc s business editor jeff randall said banks step altogether.
975,sport,bwalya said: short victory do. victory angola marked defeat 14 years zambia lusaka s independence stadium saturday s game played. palancas negras unable secure release portugal-based players.
976,sport,radcliffe proves doubters wrong won t greatest marathons paula s career. test character toughest race s taken in. d lost race lot positives it. speaking paula lead-up race said ways facing no-win situation.
977,sport,jones missed earlier shots goal wales 9-8 awarded long-range penalty minutes left cardiff. questions d miss way playing. jones happy hail henson s heroic contribution wales win england cardiff 1993. got professional focused facing italy. years ago played italy wasn t involved lost ve got right week.
978,politics,spokesman said idea reports sunday times sunday telegraph come from. election edward heath lost failed build coalition liberals.
979,politics,expected stress importance continued economic stability low unemployment rates. labour elected substantial tax increase budget election order £10bn. lib dems david laws said: chancellor doubt tell today wonderfully economy said.
980,sport,confident said claxton. time claxton preparing campaign hurdles - explain leap form.
981,politics,comments follow news britons held cuban camp freed weeks. referring detentions cuba archbishop tutu told bbc news: utterly unacceptable.
982,sport,russian ranked sixth world broke williams times set losing service once. played nice points committing unforced errors - errors game said.
983,business,kamal nath commerce industry minister announced decision delhi thursday following cabinet meeting. previously foreign investors develop larger area discouraging entering indian market.
984,entertainment,mr fuller appointed cfx board plan implement company s creative strategy. deal sees mr fuller receive £64.5m cash 1.9 million shares sports entertainment.
985,sport,united drawn everton chelsea face trip newcastle. nottingham forest boss gary megson face trip old club west brom come fourth-round replay tottenham.
986,tech,rnid urging telecoms regulator ofcom reduce cost service current £7.00 minute ordinary phone calls. deaf people especially born deaf bsl preferred means communication. communicate bsl; written english good takes longer think english type message. rnid says uk lagging countries making relay services available cost ordinary phone call.
987,entertainment,rob da bank filled peel heart attack aged 65 october. djs chosen in-depth musical knowledge variety musical genres station said. good idea continue legacy attempting replace john peel.
988,sport,fernando torres gave athletico ideal start goal minute. defeat coupled real madrid s 4-0 win espanyol saturday reduces barca s lead points.
989,sport,31-year-old concerned event starts 19 march france upset preparations london marathon 17 april. remember athletics basically individual sport achieved team bonus.
990,business,small mid-sized firms worst-hit added. countries eastern europe joined eu may.
991,business,precursor takeover analysts saying better-known international firm sina. rumours possible takeover boosted sina s shares 10% friday.
992,tech,concern rfid tags consumers concerned use radio frequency id (rfid) tags shops survey says. half 2 000 people surveyed said privacy worries tags monitor stock shelves warehouses. fifty percent people said worried rfid tags allow data freely parties.
993,tech,hacker breaks t-mobile man facing charges hacking computers arm mobile phone firm t-mobile. arrest came year t-mobile uncovered unauthorised access.
994,sport,victor conte balco laboratories claims american sprinter regularly drugs enhance performance. international olympic committee (ioc) rules athletes stripped medals caught years event.
995,entertainment,influence extended contemporary artists norah jones recently recorded duet. won acclaim country arena interpretations hank williams standards cheating heart win again. 40 years release 1962 abc album modern sounds country western music regarded classic.
996,sport,game said score 3-1 happily accepted said benitez. realise concentrate right seconds game level. liverpool boss looking forward having skipper steven gerrard suspended anfield leg return germany.
997,entertainment,rap boss arrested drug rap mogul marion suge knight arrested violating parole allegedly marijuana. 18-year-old woman car arrested providing false information having fake id card. time probation assaulting musicians.
998,sport,coach andy robinson dropped dawson autumn tests missed training film question sport. ben cohen considered switching wing club northampton recently. called total 16 training days addition recognised international weeks years leading world cup.
999,entertainment,joss whedon described dc comics character iconic female heroine time . film produced joel silver producer matrix trilogy. distanced movie direction eventually took film bombed.
1000,politics,survey charity suggests 69% over-55s vote general election compared 17% 18 24 year olds. political parties wake fact address demands concerns older people attract vote.
1001,entertainment,chris weitz director boy said changes film studio new line expressed concern. books tell battle church fight overthrow god. number christian websites attack trilogy depiction church god pullman denied books anti-religious.
1002,entertainment,jamelia s return r&b star jamelia brit nominations triple triumph year s mobo awards. absence r&b music exploded host female artists scene meaning jamelia prove herself. came song boy s eyes especially written coldplay s chris martin.
1003,tech,monthly security bulletin flagged critical security holes leave pcs open attack left unpatched. number holes considered critical usual. critical flaw announced spates viruses follow home users businesses leave flaw unpatched.
1004,entertainment,surveyed bbc news website think veteran film-maker lose best director prize clint eastwood. jury comprised experts critics uk film publications. films nominated wine comedy sideways factual drama finding neverland ray charles biopic ray. mr dams said out-and-out favourite named best actor oscar night. betting man s close certainty. tipped swank win predicted close contest.
1005,business,new president viktor yushchenko said limited list companies drawn up. ms tymoshenko said prosecutors drawn list 3 000 businesses reviewed. return state illegally private hands. list limited final extended completion said. jilted bidders netherlands-based group lnm said welcomed possibility market.
1006,business,southcorp brands include penfolds rosemount lindemans dismissed offer inadequate. southcorp said foster s takeover offer opportunistic .
1007,politics,constitutional affairs secretary outlined plans tuesday. denied fathers activists forced changes telling bbc recognition wrong . opposed compulsory mediation saying lead people taking wrong attitude. possibility tagging uncooperative parents lord falconer said: tagging going far let s debate that.
1008,sport,losses wales france critics started wonder robinson captain full-back. corry backed robinson given role injury fly-half jonny wilkinson ahead weekend s trip ireland. s honour england honour play him. got greatest starts need experience bad fully appreciate good. s huge task great opportunity us.
1009,politics,head catholic church england wales comments bbc radio 4 re-iterate stance christmas midnight mass. possible real worth striving promise saviour say. spokesman said downing street comment make.
1010,tech,ipod mini likely year s tracey island said mr irish. stuff compiled list 10 gadgets 2004 ipod number one. display virtual keyboard projects flat surface.
1011,business,making office work mission brighten working lives continues - time taking long hard look offices. click link photograph read story scroll panel say. useful rigid allowed visit strict office hours. likely efficient way heating building electricity. owner mentions lay new floor existing planks; improve insulation offer level surface. use combination mains voltage fluorescent fittings dimmable units vary light levels feel interior. layout office reflects need working area relaxed meeting space.
1012,politics,glasgow kelvin mp expelled labour anti iraq war stance accused ms king new labour stooge . party s declared aims end occupation iraq repeal anti-union laws end privatisation. telegraph sued libel mr galloway newspaper claimed received money saddam hussein s regime iraq.
1013,sport,provincial teams selected saturday s nationals santry officially announced week. o sullivan bupa great ireland run 9 april dublin.
1014,politics,defended package saying plan tories budget hoped able further. labour liberal democrats party s sums add claim cut frontline services. promised figure reveal taxes targeted.
1015,sport,glasgow forward s ban stamping ended 2 february.
1016,entertainment,keaveney played brookside s marie jackson channel 4 soap began 1982 died saturday. recently appeared alongside richard wilson itv s king fridges martin clunes doc martin.
1017,sport,qpr keeper day heads preston queens park rangers keeper chris day set join preston month s loan. davies impressed recent loan spell loftus road.
1018,politics,big idea £35bn savings waste bureaucracy mr howard pledged plough public services tax cuts. precise suggestions set announce lifting threshold income tax reforming abolishing inheritance tax. mr howard knows risks accusations result slash public services attempted shoot fox first.
1019,sport,18-year-old played 13 club s 14 games surgery repair double hernia.
